state,lga,ward,uid,facility_code,facility_name,reg_number,start_date,ownership,facility_level,longitude,latitude,operation_status,registration_status,license_status,created,last_updated
Jigawa,Kazaure,Kanti,14859963,17/17/1/2/1/0001,Kazaure General Hospital,,1970-02-03,Public,Secondary,8.2416,12.385,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-25 07:40:11
Jigawa,Kazaure,Kanti,30969470,17/17/1/2/1/0002,Psychiatric Hosptal,,2001-08-04,Public,Secondary,8.40804365,12.6406454,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-28 09:14:12
Jigawa,Kazaure,Kanti,13376028,17/17/1/1/1/0018,Usaini Custom Hospital,,2017-11-05,Private,Secondary,8.248,12.3912,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-09-03 11:01:46
Jigawa,Kazaure,Kanti,34855121,17/17/1/2/1/0003,Zainab Memorial Hospital,,2004-11-06,Private,Secondary,8.243,12.3842,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-09-03 11:51:27
Jigawa,Malam Madori,Toni Kutara,29629380,17/21/1/2/2/0031,Arewa Clinic,,2008-01-01,Private,Secondary,10.03402,12.46569,Operational,Registered,Licensed,2020-08-15 12:30:01,2020-11-25 10:52:06
Jigawa,Ringim,Ringim,31282829,17/23/1/2/1/0001,Ringim General Hospital,,1985-06-07,Public,Secondary,9.15571,12.14668,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-28 09:32:56
Jigawa,Birnin Kudu,Birnin Kudu,59668570,17/03/1/1/1/0005,Birnin Kudu Federal Medical Centre,,2000-03-03,Public,Tertiary,9.48288,11.44253,Operational,Registered,Unknown,2018-01-01 01:01:01,2021-01-11 14:24:55
Kaduna,Birnin Gwari,Magajin Gari 2,54264829,18/01/1/2/1/0001,Jibrin Maigwari General Hospital.,,1970-01-01,Public,Secondary,6.53518,10.65926,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 20:40:53
Kaduna,Chikun,Sabon Gari (Nassarawa),59447357,18/02/1/2/2/0052,Ashmed Specialist Hospital,001429,2019-06-01,Private,Secondary,7.38046,10.45976,Operational,Registered,Licensed,2019-10-10 15:05:10,2019-10-28 11:34:12
Kaduna,Chikun,Sabon Tasha,58148527,18/02/1/2/1/0001,Chikun Nigerian National Petroleum Corporation Hospital,,,Public,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Chikun,Rido,39414461,18/02/1/2/2/0001,Dangiwa Memorial Hospital,001404,2013-08-11,Private,Secondary,7.53282,10.43354,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 12:08:06
Kaduna,Chikun,Yelwa,41434729,18/02/1/1/2/0013,Delwas Specialist Hospital And Maternity,,2006-09-02,Private,Secondary,7.44531,10.45093,Operational,Unknown,Unknown,2018-01-01 01:01:01,2019-10-29 12:42:13
Kaduna,Chikun,Sabon Gari (Nassarawa),68026016,18/02/1/2/2/0053,Franev Hospital,01,2016-01-04,Private,Secondary,7.38771,10.45641,Operational,Registered,Licensed,2019-10-10 15:14:17,2019-10-29 14:38:31
Kaduna,Chikun,Kujama,58131989,18/02/1/2/1/0002,Kujama Rural Hospital,,1995-11-04,Public,Secondary,7.65099,10.48104,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 23:38:50
Kaduna,Chikun,Sabon Tasha,75787077,18/02/1/1/2/0028,Mega Hospital,,2009-04-03,Private,Secondary,7.47093,10.45384,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 09:02:46
Kaduna,Chikun,Sabon Tasha,43265729,18/02/1/2/1/0003,Sabon Tasha General Hospital,,2009-02-08,Public,Secondary,7.47805,10.44848,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 12:26:16
Kaduna,Chikun,Kakau,35266121,18/02/1/1/2/0037,Shalom Hospital,,2006-01-01,Private,Secondary,7.39458,10.42853,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 15:33:37
Kaduna,Chikun,Narayi,87130015,18/02/1/2/2/0002,Wilbasun Hospital And Maternity,RC876940,1995-12-02,Private,Secondary,7.44658,10.27645,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 22:46:56
Kaduna,Giwa,Kakangi (Giwa),37715460,18/03/1/2/1/0001,Giwa General Hospital,,1991-08-07,Public,Secondary,7.47772,11.24932,Operational,Registered,,2018-01-01 01:01:01,2019-10-29 15:33:55
Kaduna,Giwa,Giwa,47644108,18/03/1/1/2/0001,Halima Memorial Hospital Giwa,,1994-04-07,Private,Secondary,7.4662,11.25307,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 15:59:52
Kaduna,Giwa,Giwa,48973621,18/03/1/2/2/0074,Maraba Specialist Clinic And Maternity Mujedawa,,2018-07-06,Private,Secondary,7.41681,11.28144,Operational,Pending Registration,Not Licensed,2019-10-10 15:14:42,2019-10-30 08:53:37
Kaduna,Giwa,Shika,75061112,18/03/1/2/2/0078,Simple Special Hospital Shika Giwa,,2019-03-04,Private,Secondary,7.56417,11.20132,Operational,Registered,Licensed,2019-10-31 09:33:47,2019-11-07 07:15:38
Kaduna,Igabi,Fanshanu,83973356,18/23/1/2/2/0012,Maraba Clinic,,,Private,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Ikara,Jamfalam,50541793,18/05/1/1/1/0050,Ikara General Hospital,,1983-08-05,Public,Secondary,8.23154,11.16928,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 18:53:28
Kaduna,Ikara,Jamfalam,29231521,18/05/1/2/2/0001,Jampalan Nursing And Maternaty Home,,,Private,Secondary,8.23324992,11.1422029,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,jaba,Sab Zuro,47907175,18/06/1/1/1/0050,Kwoi General Hospital,,1979-01-06,Public,Secondary,7.99598,9.46022,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 00:08:36
Kaduna,Jema'a,Kagoma,46292599,18/07/1/2/1/0003,Fadan Kagoma Rural Hospital,,2016-04-23,Public,Secondary,8.31783,9.5070697,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-31 18:00:29
Kaduna,Jema'a,Kafanchan B,54840149,18/07/1/1/2/0026,Salem Hospital Kafanchan B,CAC/II/NO 20147,2006-01-17,Private,Secondary,8.290867,9.595226,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-11-07 07:41:43
Kaduna,Jema'a,Kafanchan B,69933871,18/07/1/2/1/0001,Sir Partrict Ibrahim Yakowa Memorial Hospital Kafanchan,,1927-10-01,Public,Secondary,8.29636919,9.590552,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-11-07 07:01:19
Kaduna,Kachia,Doka (Kachia),64048131,18/08/1/2/2/0001,Doka Rural Hospital,,1998-10-15,Public,Secondary,7.43071,9.92248,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 14:20:17
Kaduna,Kachia,Gumel,83630842,18/08/1/2/1/0001,General Hospital Gumel,,1975-01-02,Public,Secondary,7.9623,9.86014,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 15:25:25
Kaduna,Kaduna North,Sardauna,72244453,18/09/1/2/2/0001,Abi Hospital And Clinic,RC 159094,1985-01-01,Private,Secondary,7.42629,10.50678,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-28 10:52:28
Kaduna,Kaduna North,Dadi Riba,41589691,18/09/1/2/2/0002,Alba Clinic & Medical Centre Limited,,2005-06-01,Private,Secondary,7.43346,10.50375,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-28 11:04:58
Kaduna,Kaduna North,Badarawa/Malali,71511365,18/09/1/2/2/0003,Alheri Nakowa Hospital,,,Private,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Kaduna North,Badarawa/Malali,30419818,18/09/1/2/2/0004,Almadinat Specialist Hospital,RC 1158132,2006-01-01,Private,Secondary,7.45263,10.58185,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-28 11:12:21
Kaduna,Kaduna North,Badarawa/Malali,60065235,18/09/1/2/2/0005,Almansur Hospital,,,Private,Secondary,7.45978,10.55083,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Kaduna North,Hayin Banki,64223084,18/09/1/2/2/0006,Almunif Hospital,,,Private,Secondary,7.44085,10.55662,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Kaduna North,Hayin Banki,23726459,18/09/1/2/2/0034,Amiable Multispeciality Hospial,BN2326015,2015-01-01,Private,Secondary,7.44152,10.58466,Operational,Registered,Licensed,2019-10-11 03:23:41,2019-10-18 08:32:44
Kaduna,Kaduna North,Hayin Banki,25868396,18/09/1/2/2/0007,As-Shifa Hospital,,,Private,Secondary,7.44257,10.55602,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Kaduna North,Unguwar Sarki,31371110,18/09/1/2/2/0009,Chasel Nigeria Limited,RC 70812,1982-08-01,Private,Secondary,7.44565,10.54523,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 10:18:19
Kaduna,Kaduna North,Maiburiji,72033190,18/09/1/2/2/0010,Covenant Hospital Maternity and Associates,,1990-01-25,Private,Secondary,7.42578,10.51481,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 10:52:41
Kaduna,Kaduna North,Ung Dosa,29888883,18/09/1/2/2/0039,Dialogue Specialist Clinic,RC954378,2012-01-01,Private,Secondary,7.46459,10.57584,Operational,Registered,Licensed,2019-10-11 04:44:57,2019-10-18 08:28:52
Kaduna,Kaduna North,Ung Dosa,46303640,18/09/1/2/2/0046,Dialogue Specialist Clinic,RC 954378,2012-01-01,Private,Secondary,7.46459,10.57584,Operational,Registered,Licensed,2019-10-25 11:50:16,2019-10-29 12:43:26
Kaduna,Kaduna North,Unguwar Rimi,50412138,18/09/1/2/2/0012,Diamond Specialist Hospital,,2006-12-01,Private,Secondary,7.47282,10.54247,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 14:48:33
Kaduna,Kaduna North,Unguwar Sarki,31349239,18/09/1/2/2/0044,First Care Multi specialist Hospital and allied Specialist services,BN 2783238,2019-04-01,Private,Secondary,7.43892,10.54361,Operational,Registered,Licensed,2019-10-11 06:13:51,2019-10-18 08:26:18
Kaduna,Kaduna North,Unguwar Sarki,45083601,18/09/1/2/2/0014,Garden City Specialist Hospital,RC 957820,2006-01-01,Private,Secondary,7.45157,10.53645,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 14:57:46
Kaduna,Kaduna North,Unguwar Sarki,31958953,18/09/1/3/2/0003,Garkuwa Specialist Hospital,RC 157658,1990-01-01,Private,Secondary,7.45309,10.54733,Operational,Provisionally Registered,Licensed,2018-01-01 01:01:01,2019-10-29 14:58:38
Kaduna,Kaduna North,Unguwar Shanu,53902402,18/09/1/2/2/0015,Giwa Hospital,RC 339534,1998-01-01,Private,Secondary,7.43318,10.54301,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 15:34:21
Kaduna,Kaduna North,Kawo,31885351,18/09/1/2/2/0016,Imam Hospital,,,Private,Secondary,7.45216,10.56809,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Kaduna North,Unguwar Sarki,55889725,18/09/1/2/2/0018,Jinya Medical Clinic Limited,,1978-10-01,Private,Secondary,7.43216,10.52621,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 20:42:53
Kaduna,Kaduna North,Kabala,66364693,18/09/1/2/2/0020,Kabala Hospital,RC 52373,1992-01-06,Private,Secondary,7.44307,10.50063,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 20:49:32
Kaduna,Kaduna North,Kawo,76666953,18/09/1/2/1/0001,Kawo General Hospital,,2008-01-01,Public,Secondary,7.44685,10.58292,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 22:54:17
Kaduna,Kaduna North,Kawo,81687871,18/09/1/2/2/0017,Kawo Islamic Hospital,RC 1246780,2015-03-01,Public,Secondary,7.44911,10.57746,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 22:53:04
Kaduna,Kaduna North,Unguwar Sarki,60671147,18/09/1/2/2/0021,Khalifat Hospital,,,Private,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Kaduna North,Badarawa/Malali,33282007,18/09/1/2/2/0022,Malali Hospital And Maternity,,,Private,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Kaduna North,Kabala,36083394,18/09/1/2/2/0043,Monarch Nigeria Limited,,1992-01-01,Private,Secondary,7.45136,10.50995,Operational,Registered,Licensed,2019-10-11 06:01:30,2019-10-30 09:05:15
Kaduna,Kaduna North,Kabala,33810326,18/09/1/3/2/0004,Mount Horeb Specialist Hospital Limited,RC 675715,2004-10-26,Private,Secondary,7.440841,10.50387,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 09:05:50
Kaduna,Kaduna North,Unguwar Rimi,13160454,18/09/1/2/2/0023,Multi Clinic Medical and Allied Service Limited,,2011-06-01,Private,Secondary,7.46063,10.53969,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 09:08:46
Kaduna,Kaduna North,Kabala,81365455,18/09/1/2/2/0024,Nasara Specialist Hospital,,2012-04-30,Private,Secondary,7.44275,10.51507,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 10:19:22
Kaduna,Kaduna North,Dadi Riba,78038752,18/09/1/2/2/0025,Nevada Hospital,,,Private,Secondary,7.42615,10.51331,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Kaduna North,Unguwar Rimi,20840571,18/09/1/2/2/0027,Rimi Clinic and Maternity,RC 077,1986-07-16,Private,Secondary,7.46271,10.52212,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 10:59:53
Kaduna,Kaduna North,Unguwar Rimi,74008384,18/09/1/2/2/0040,Salem Hospital,RC,1992-08-01,Private,Secondary,7.45994,10.53162,Operational,Registered,Licensed,2019-10-11 04:56:38,2019-10-30 12:51:25
Kaduna,Kaduna North,Sardauna,68330287,18/09/1/1/2/0001,The Albarka Infirmary Services,,2004-01-01,Private,Secondary,7.42763,10.50628,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 20:11:20
Kaduna,Kaduna North,Unguwar Rimi,37543339,18/09/1/2/2/0029,Zainab Memorial Hospital,,,Private,Secondary,7.46253,10.52808,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Kaduna North,Kawo,51323700,18/09/1/2/2/0037,Zakari Specialist Clinics,RC 1500865,2018-08-01,Private,Secondary,7.46118,10.58184,Operational,Provisionally Registered,Licensed,2019-10-11 04:08:34,2019-10-29 17:53:38
Kaduna,Kaduna North,Unknown,53021731,18/09/1/2/2/0031,Zarha Hospital,,,Private,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Kaduna South,Tudun Wada South,32499251,18/10/1/1/2/0006,A t-tatbiq Hospital Islamic Medical Centre,AG 4088,1997-04-09,Private,Secondary,7.39892,10.49014,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-28 10:34:08
Kaduna,Kaduna South,Sabon Gari North,54351835,18/10/1/1/2/0001,Abdulazeez  Memorial Hospital,RC 55258,1991-08-01,Private,Secondary,7.39927,10.50843,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-17 18:44:00
Kaduna,Kaduna South,Sabon Gari South,76111312,18/10/1/1/2/0002,Aitaam Hospital,C A C/IT/No 6188,1992-01-02,Private,Secondary,7.40703,10.51135,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-18 08:55:51
Kaduna,Kaduna South,Sabon Gari West,16946621,18/10/1/1/2/0003,Al Amim Hospital,R C936417,2003-01-11,Private,Secondary,7.39435,10.49763,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-18 08:56:14
Kaduna,Kaduna South,Makera,20148911,18/10/1/2/2/0049,Alheri Hospital,,2012-01-04,Private,Secondary,7.41041,10.47595,Operational,,,2019-10-20 01:44:06,2019-10-28 11:10:02
Kaduna,Kaduna South,Barnawa,48888314,18/10/1/1/2/0007,Amina Hospital,RC 116294,1988-01-01,Private,Secondary,7.4259,10.45541,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-18 08:36:38
Kaduna,Kaduna South,Sabon Gari South,53639898,18/10/1/1/2/0009,Amrullah Hospital & Marthenity,R C 1108889,2013-04-04,Private,Secondary,7.39895,10.51482,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-18 08:58:49
Kaduna,Kaduna South,Sabon Gari South,71849031,18/10/1/1/2/0010,As-Sabuur Hospital,R C 894216,2008-01-01,Private,Secondary,7.40208,10.522122,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-28 11:30:43
Kaduna,Kaduna South,Television,64554370,18/10/1/1/2/0012,Bengola Hospital,K D S/2698/500,1988-01-01,Private,Secondary,7.42627,10.44484,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 09:34:53
Kaduna,Kaduna South,Sabon Gari South,12476214,18/10/1/1/2/0014,Biba Hospital,R C934240,1998-03-11,Private,Secondary,7.40416,10.51954,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 09:38:06
Kaduna,Kaduna South,Barnawa,56103990,18/10/1/1/2/0015,Bio-Clinic And Hospital,,1993-03-04,Private,Secondary,7.43318,10.47118,Operational,Unknown,Unknown,2018-01-01 01:01:01,2019-10-29 09:41:12
Kaduna,Kaduna South,Makera,87641265,18/10/1/2/2/0048,Crystal Clinic& Mathenity,K D 022267,2007-01-01,Private,Secondary,7.41074,10.47834,Operational,Registered,Licensed,2019-10-20 01:35:43,2019-10-29 10:53:47
Kaduna,Kaduna South,Barnawa,49916337,18/10/1/1/2/0018,Damaks Hospital,,2010-01-07,Private,Secondary,7.42983,10.47012,Operational,Unknown,Unknown,2018-01-01 01:01:01,2019-10-29 11:23:56
Kaduna,Kaduna South,Makera,39794263,18/10/1/2/1/0001,Dr Gwamna Awan General Hospital,,1975-03-03,Public,Secondary,7.40244,10.46547,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 14:21:32
Kaduna,Kaduna South,Sabon Gari South,78754766,18/10/1/1/2/0020,Fountain Hospital,No 466,1988-06-06,Private,Secondary,7.40437,10.52395,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 14:38:05
Kaduna,Kaduna South,Barnawa,38739507,18/10/1/1/2/0022,Graceland Hospital,RC 1047747,2015-03-05,Private,Secondary,7.43883,10.48294,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 15:42:55
Kaduna,Kaduna South,Barnawa,24179753,18/10/1/1/2/0025,Harmomy Hospital,RC830705,2009-10-07,Private,Secondary,7.43677,10.47727,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 16:00:52
Kaduna,Kaduna South,Barnawa,25111104,18/10/1/1/2/0027,Jicon Hospital & Specialist Activities,KD 0013215,2000-01-04,Private,Secondary,7.43017,10.48562,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 20:41:15
Kaduna,Kaduna South,Kakuri Hausa,34932261,18/10/1/1/2/0029,Maneks Hospital,RC 255905,1994-12-10,Private,Secondary,7.41358,10.46791,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 08:51:40
Kaduna,Kaduna South,Badiko,21989707,18/10/1/1/2/0030,Mashi Hospital,KD 024430,2006-12-08,Private,Secondary,7.41759,10.54947,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 12:20:55
Kaduna,Kaduna South,Tudun Wada North,65357832,18/10/1/1/2/0031,Muslim Hospital & Mathernity Home (J N I),RC 882,1980-01-01,Private,Secondary,7.40961,10.51448,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 10:11:53
Kaduna,Kaduna South,Makera,34549993,18/10/1/1/2/0035,Oxford Hospital,,2007-01-10,Private,Secondary,7.40854,10.46774,Operational,Provisionally Registered,Unknown,2018-01-01 01:01:01,2019-10-30 10:27:39
Kaduna,Kaduna South,Barnawa,19674498,18/10/1/1/2/0037,Rapha Specialist Hospital,RC 1139292,2013-01-01,Private,Secondary,7.42578,10.48397,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 10:54:28
Kaduna,Kaduna South,Unguwar Sanusi,86632222,18/10/1/2/2/0046,Saby Hospital,RC 27276,2005-10-01,Private,Secondary,7.4084,10.52637,Operational,Registered,Licensed,2019-10-11 01:32:38,2019-10-30 12:27:14
Kaduna,Kaduna South,Kakuri Hausa,67531858,18/10/1/1/1/0044,Sapoto Specialist Hospital,RC 1413386,1994-01-12,Private,Secondary,7.41439,10.46332,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 14:28:20
Kaduna,Kaduna South,Television,44173346,18/10/1/1/2/0041,Savanah Hospital,R C 144873,2016-01-12,Private,Secondary,7.41356,10.44244,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 14:51:18
Kaduna,Kaduna South,Unguwar Sanusi,17066651,18/10/1/1/1/0007,Shehu Mohammed Kangiwa Medical Centre(Kadpoly),,1968-01-01,Public,Secondary,7.41632,10.52411,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 15:34:22
Kaduna,Kaduna South,Kakuri Hausa,59598117,18/10/1/2/2/0001,St Gerard Catholic Hospital,No 46438,1975-05-07,Private,Secondary,7.4205,10.46675,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 17:36:20
Kaduna,Kaduna South,Tudun Wada North,27879812,18/10/1/1/2/0043,Sujud Hospital,R C 459154,2002-01-08,Private,Secondary,7.41395,10.51116,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 17:39:20
Kaduna,Kaduna South,Tudun Nupawa,54358911,18/10/1/2/1/0002,Yusuf Dantsoho General Hospital,,1989-01-01,Public,Secondary,7.41765,10.52131,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 22:55:12
Kaduna,Kagarko,Kagarko South,87059953,18/11/1/2/1/0001,Kagarko General Hospital,,1975-03-12,Public,Secondary,7.68775,9.49151,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 20:56:15
Kaduna,Kajuru,Idon,28842672,18/12/1/2/1/0001,Rural Hospital Idon,,1991-03-08,Public,Secondary,7.9124525,10.0720354,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 11:06:07
Kaduna,Kaura,Manchok,42998491,18/13/1/2/2/0001,Daki Medical Center,BN2312487,2015-01-04,Private,Secondary,8.49726,9.64189,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-11-05 15:46:41
Kaduna,Kaura,Kaura (Kaura),19057914,18/13/1/2/1/0001,Kaura Rural Hospital,,1996-01-01,Public,Secondary,8.47148,9.66724,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-11-06 08:43:42
Kaduna,Kauru,Kauru West,25623815,18/14/1/2/1/0001,Rural Hospital,,1998-05-08,Public,Secondary,8.14361,10.57324,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 11:05:51
Kaduna,Kubau,Pambeguwa,76307081,18/15/1/2/1/0001,Pambegua Rural Hospital,,2008-01-22,Public,Secondary,8.29648,10.67913,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 10:29:57
Kaduna,Kudan,Hunkuyi,29119834,18/16/1/2/1/0001,Hunkuyi General Hospital,,2002-06-01,Public,Secondary,7.64783,11.26021,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 20:21:37
Kaduna,Kudan,Kudan,55382286,18/14/1/2/2/0001,Nakowa Clinic (kudan),,1999-01-01,Private,Secondary,7.73296,11.30874,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 15:50:50
Kaduna,Lere,Saminaka,48103729,18/17/1/2/1/0001,Dmlm Hospital Saminaka.,,1975-10-03,Public,Secondary,8.68178,10.42038,Operational,Not Applicable,Not Applicable,2018-01-01 01:01:01,2019-10-29 12:48:39
Kaduna,Makarfi,Tudun Wada (Makarfi),30772468,18/18/1/2/1/0001,Makarfi General Hospital,,1981-05-05,Public,Secondary,7.88159,11.37194,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 08:43:24
Kaduna,Sabon Gari,Unknown,62473511,18/19/1/2/1/0001,Abu Comprehensive Health Centre,,,Public,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Sabon Gari,Samaru,80296542,18/19/1/2/2/0002,Jama'A Hospital (Samaru),,1984-01-01,Private,Secondary,7.65212,11.15986,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-11-04 14:15:14
Kaduna,Sabon Gari,Anguwan Gabas,26073089,18/19/1/1/2/0005,Ladiya Hospital,,1991-01-01,Private,Secondary,7.73269428,11.10813526,Operational,Unknown,Unknown,2018-01-01 01:01:01,2019-11-06 08:54:51
Kaduna,Sabon Gari,Chikaji,32837404,18/19/1/2/1/0002,Major Ibrahim General Hospital,,2006-01-01,Public,Secondary,,13.867,Operational,Unknown,Unknown,2018-01-01 01:01:01,2019-11-07 12:25:21
Kaduna,Sabon Gari,Basawa,53643895,18/19/1/1/2/0008,Narict Medical Centre,,1975-01-01,Public,Secondary,6.02388,8.22896,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-11-07 12:17:51
Kaduna,Sabon Gari,Hanwa,36325618,18/19/1/1/2/0009,Pal Clinic,,1992-01-01,Private,Secondary,7.26456,5.28256,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-11-07 11:08:40
Kaduna,Sabon Gari,Hanwa,75320582,18/19/1/2/1/0003,Sabon Gari Government Health Office Gra,,1977-09-03,Public,Secondary,3.98888,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2019-11-07 07:50:55
Kaduna,Sabon Gari,Chikaji,74260178,18/19/1/1/2/0011,Saidu Dange General Hospital,,1979-01-01,Public,Secondary,,,Operational,Not Applicable,Not Applicable,2018-01-01 01:01:01,2019-11-07 07:50:14
Kaduna,Sabon Gari,Bomo,41018360,18/19/1/1/2/0013,Savannah Poly Clinic,,1986-01-01,Private,Secondary,7.6575442,11.16829775,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-11-07 07:19:10
Kaduna,Sabon Gari,Anguwan Gabas,51268624,18/19/1/1/1/0022,Sunshine Nursing &Maternity Home,,1970-01-01,Private,Secondary,5.313,4.988,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-11-07 06:14:01
Kaduna,Sanga,Gwantu,85969353,18/20/1/2/1/0001,Gwantu General Hospital,,1980-02-09,Public,Secondary,8.46282,9.22268,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-29 15:55:49
Kaduna,Soba,Maigana,14927133,18/21/1/1/1/0032,Rural Hospital Maigana,,1997-04-11,Public,Secondary,7.93945,11.02833,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-10-30 11:06:24
Kaduna,Zangon Kataf,Zonkwa,86088664,18/22/1/2/1/0005,Rural Hospital Zonkwa,,,Public,Secondary,8.39910039,9.82836605,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Kaduna,Zangon Kataf,Zonkwa,80569745,18/22/1/2/2/0001,St Louis Hospital (Zonkwa),,,Private,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
